id,country_id,start_date,name,caretaker,wikipedia,data_source,description,comment,previous_cabinet_id,previous_parliament_election_id,previous_ep_election_id,old_countryID,old_cabID
1487,20,2016-05-24,Yildirim,0,https://en.wikipedia.org/wiki/Y%C4%B1ld%C4%B1r%C4%B1m_Cabinet,"afp, reuters","Cabinet was appointed on 24 May 2016 and won an investiture vote (yes: 315, no: 138) on 30 May.
Cabinet ended on 9 July 2018 with presidential election and the change to a presidential system.",,1195,997,,,
1488,64,1924-03-11,Theunis II,0,https://nl.wikipedia.org/wiki/Regering-Theunis_I,,,,1278,877,,,
1489,44,2016-07-13,May I,0,https://en.wikipedia.org/wiki/First_May_ministry,reuters,"Cabinet was appointed on 13 July 2016 after the resignation of PM Cameron over the Brexit referendum.
PM May called a snap election to strengthen her mandate for Brexit. Cabinet ended with a snap election on 8 May 2017.",,1162,856,845,,
1490,33,2016-07-19,Turnbull II,0,https://en.wikipedia.org/wiki/Second_Turnbull_Ministry,aap,"Cabinet was appointed on 19 July 2016.
Cabinet ended on 23 August 2017 after PM Turnbull lost a party confidence vote.",,1174,1006,,,
1491,1,2016-09-01,Fico IV,0,https://en.wikipedia.org/wiki/Fico%27s_Third_Cabinet,reuters,"Cabinet continued on 1 September 2016 after a change in party composition.
Cabinet ended on 15 March 2018 when PM Robert Fico resigned after mass protests.",,1483,1003,847,,
1492,51,2016-05-22,Anastasiades III,0,https://en.wikipedia.org/wiki/First_Anastasiades_government,cymail,Cabinet continued after election on 22 May 2016.,,1086,1004,819,,
1493,27,2016-06-26,Rajoy III,1,https://en.wikipedia.org/wiki/2015%E2%80%9316_Spanish_government_formation#First_attempt_.28December_2015_.E2.80.93_April_2016.29,,"Caretaker cabinet continued after election on 26 June 2016.
Cabinet ended on 29 October 2016 when the new cabinet was invested.",,1421,1005,839,,
1494,27,2016-10-29,Rajoy IV,0,https://en.wikipedia.org/wiki/Second_Rajoy_Government,reuters,"Cabinet won an investiture vote (yes: 170, no: 111, abstain: 68) after four months of deadlock in the formation process and was sworn in two days later.
Cabinet lost a confidence vote on 1 June 2018 (yes: 169, no: 180, constructive no-vote) and PM Sanchez was elected.",,1493,1005,839,,
1495,75,2016-11-20,Ratas I,0,https://en.wikipedia.org/wiki/J%C3%BCri_Ratas%27_cabinet,afp,"Cabinet was appointed on 20 November 2016 and was sworn in three days later. 
Cabinet ended with election on 3 March 2019.",,1160,853,822,,
1496,15,2016-11-22,Skvernelis I,0,https://en.wikipedia.org/wiki/Skvernelis_Cabinet,"afp, elta","PM Skvernelis won an investiture vote (yes: 90, no: 4, abstain: 33) on 22 November 2016. 
Cabinet ended on 19 October 2017 after Lithuanian Social Democratic Party (LSDP) split.",,1633,1009,842,,
1497,21,2016-11-28,Rasmussen L III,0,https://en.wikipedia.org/wiki/Lars_L%C3%B8kke_Rasmussen_III_Cabinet,reuters,"Cabinet continued on 28 November 2016 after a change in party composition. 
Cabinet ended with election on 5 June 2019.",,1172,976,821,,
1498,43,2016-12-06,Cazeneuve,1,https://en.wikipedia.org/wiki/Cazeneuve_government,reuters,"PM Cazeneuve was appointed on 6 December 2016 after former PM Valls resigned.
Caretaker cabinet in office until the presidential election.
Cabinet resigned on 10 May 2017 after presidential elections.",,1406,782,824,,
1499,11,2016-12-12,English,0,https://en.wikipedia.org/wiki/Fifth_National_Government_of_New_Zealand,afp,"PM English was appointed on 12 December 2016.
Cabinet ended with election on 23 September 2017.",,1151,829,,,
1500,62,2016-10-19,Plenkovic I,0,https://en.wikipedia.org/wiki/Cabinet_of_Andrej_Plenkovi%C4%87_I,reuters,"Cabinet won an investiture vote (yes: 91, no: 45, abstain: 3) on 19 October 2016.
Cabinet ended on 27 April 2017 after PM Plenkovic dismissed most ministers.",,1408,1007,841,,
1501,26,2016-12-12,Gentiloni,0,https://en.wikipedia.org/wiki/Gentiloni_Cabinet,reuters,"PM Gentiloni was appointed on 12 December 2016 and the cabinet won confidence votes on 13 December (yes: 368, no: 105 [lower house]; yes: 169, no: 99 [upper house]).
Cabinet ended with election on 4 March 2018.
",,1079,789,834,,
1502,56,2017-01-10,Benediktsson B,0,https://en.wikipedia.org/wiki/Cabinet_of_Bjarni_Benediktsson_(2017),reuters,"Cabinet was appointed on 11 January 2017.
Cabinet ended on 15 September 2017 after Bright Future (BF) withdrew.","Bjarni Benediktsson (born 1970), see also PM Bjarni Benediktsson (born 1908)",1482,1008,,,
1503,10,2017-01-25,Gerdzhikov,1,https://en.wikipedia.org/wiki/Gerdzhikov_Government,"ap, reuters","Caretaker cabinet was appointed on 25 January 2017. 
Cabinet ended with the appointment of PM Borisov and his cabinet on 4 May 2017.",President of caretaker cabinet Rumen Radev is independent. ,1153,840,830,,
1504,72,2017-06-06,Muscat II,0,https://en.wikipedia.org/wiki/Maltese_Government_2017%E2%80%932022,"reuters, tom","Cabinet continued after election on 6 June 2017.
Cabinet ended with resignation of PM Muscat on 13 January 2020.",,1046,1010,836,,
1505,10,2017-05-04,Borisov III,0,https://en.wikipedia.org/wiki/Third_Borisov_Government,ap,"PM Borisov and his cabinet won an investiture votes (yes: 133, no: 101) on 4 May 2017.",,1503,1011,830,,
1506,8,2017-03-15,Rutte IV,1,,,Continuation caretaker cabinet remained in office after election on 15 March 2015.,,1041,1012,846,,
1507,44,2017-06-11,May II,0,https://en.wikipedia.org/wiki/Second_May_ministry,reuters,"Cabinet was appointed on 11 June 2017.
Minority cabinet was supported by Democratic Unionist Party (DUP).
Cabinet ended with the resignation of PM May on 24 July 2019.
",,1489,1013,845,,
1508,43,2017-06-14,Philippe I,0,https://en.wikipedia.org/wiki/First_Philippe_government,,"PM Philippe was appointed on 15 March 2017 after the presidential election.
Cabinet ended with election on 10 June 2017 and resigned on 19 June.",,1498,782,824,,
1509,43,2017-06-21,Philippe II,0,https://en.wikipedia.org/wiki/Second_Philippe_government,afp,"PM Philippe was re-appointed on 21 June 2017 after a parliamentary election.
PM Philippe resigned on 3 July 2020 to allow for a cabinet reshuffle.",,1508,1014,824,,
1510,67,2017-06-13,Sipilae II,0,https://en.wikipedia.org/wiki/Sipil%C3%A4_Cabinet,valt,"Cabinet continued on 13 June 2017 after a change in party composition and won a confidence vote (yes: 104, no: 85) on 20 June.
Cabinet ended after PM Sipilaes request to dissolve the cabinet on 8 March 2019.",,1163,855,823,,
1511,37,2017-06-14,Varadkar I,0,https://en.wikipedia.org/wiki/Government_of_the_32nd_D%C3%A1il,,"PM Varadkar won an investiture vote (yes: 57, no: 50, abstain: 47) on 14 June 2017.
Minority cabinet was supported by a confidence and supply agreement with Fianna Fail (FF).
Cabinet ended with election on 8 February 2020.",,1484,1002,833,,
1512,62,2017-07-09,Plenkovic II,0,https://en.wikipedia.org/wiki/Cabinet_of_Andrej_Plenkovi%C4%87_I,reuters,"Cabinet won an investiture vote (yes: 78) on 9 June 2017 after a change in party composition.
Cabinet ended with election on 5 July 2020.",,1500,1007,841,,
1513,23,2017-01-04,Grindeanu,0,https://en.wikipedia.org/wiki/Grindeanu_Cabinet,reuters,"Cabinet won an investiture vote (yes: 295, no: 133) on 4 January 2017.
Cabinet lost a confidence vote (yes: 241, no: 7) on 21 June 2017 after Social Democrats (PSD) withdrew support for PM Grindeanu.
",,1197,1015,849,,
1514,23,2017-06-29,Tudose,0,https://en.wikipedia.org/wiki/Tudose_Cabinet,,"Cabinet won an investiture vote (yes: 275, no: 102 ) on 29 June 2017.
PM Tudose resigned on 15 January 2018 after Social Democrats withdrew support.",,1513,1015,849,,
1515,54,2017-09-24,Merkel IV,1,http://en.wikipedia.org/wiki/Third_Merkel_cabinet,,"Continuation caretaker cabinet remained in office on 24 September 2017.
Cabinet ended with new cabinet coming into office on 14 March 2018.",,1071,1016,825,,
1516,9,2017-09-11,Solberg II,0,http://en.wikipedia.org/wiki/Solberg's_Cabinet,reuters,"Cabinet continued after election on 9 September 2017 with a reshuffle on 20 October.
Minority cabinet was supported by Liberal Party (V) and Christian Democratic Party (KrF)
Cabinet ended on 17 January 2018 when Liberal Party (V) joined coalition.
","Christian Democrats (KrF) withdrew from coalition talks on 27 September 2017.
Liberal Party (V) started formal talks to join cabinet on 9 Dezember 2017.

Not coded as caretaker cabinet because of reshuffle on 20 October 2017. No change coded due to negative parliamentarism and ParlGov three month rule. Cabinet support information based on previous support, coalition talks coverage and succeeding support.",1065,1017,,,
1517,9,2018-01-17,Solberg III,0,http://en.wikipedia.org/wiki/Solberg's_Cabinet,"dpa, local, reuters","Cabinet continued on 17 January 2018 after a change in party composition.
Minority cabinet was supported by Christian Democratic Party (KrF).
Cabinet ended on 22 January 2019 when Christian Democratic Party (KrF) joined the coalition. ",,1516,1017,,,
1518,11,2017-10-26,Ardern I,0,https://en.wikipedia.org/wiki/Sixth_Labour_Government_of_New_Zealand,"ejpr, reuters","Cabinet was appointed on 26 October 2017.
Minority coalition cabinet was supported through confidence and supply agreements with Greens.
Cabinet ended with election on 17 October 2020.",,1499,1018,,,
1519,44,1940-05-10,Churchill I,1,https://en.wikipedia.org/wiki/Churchill_war_ministry,nyt,National unity cabinet came into office on 10 March 1945 after the beginning of WWII.,,1286,911,,,
1520,44,1945-05-23,Churchill II,1,https://en.wikipedia.org/wiki/Churchill_war_ministry,nyt,,,1519,911,,,
1521,59,2017-12-18,Kurz I,0,https://en.wikipedia.org/wiki/Kurz_government,"reuters, zeit","Cabinet was appointed on 18 December 2017.
PM Kurz lost a vote of confidence on 27 May 2019.",,1485,1019,818,,
1522,68,2017-12-13,Babis I,1,https://en.wikipedia.org/wiki/Andrej_Babi%C5%A1%27_First_Cabinet,reuters,"PM Babiš was appointed on 12 December 2017 and cabinet lost an investiture vote on 16 January 2018 (yes: 78; no: 117, abstain: 6).
Caretaker cabinet remained in office until new cabinet formed on 27 June 2018.
",,1072,1020,820,,
1524,56,2017-11-30,Jakobsdottir I,0,https://en.wikipedia.org/wiki/Cabinet_of_Katr%C3%ADn_Jakobsd%C3%B3ttir,mbl,"Cabinet was appointed on 30 November 2017.
Cabinet ended with election on 25 September 2021.",,1502,1021,,,
1525,5,2017-11-01,Abe V,0,https://en.wikipedia.org/wiki/Fourth_Abe_Cabinet,"afp, reuters","PM Abe won an investiture vote (yes: 312, total: 465 [lower house]; yes: 151, total: 242 [upper house]) on 1 November 2017 and the cabinet was appointed the same day.
Cabinet ended on 16 September 2020 after PM Abe resigned due to health problems.",,1156,1022,,,
1526,74,2017-12-11,Morawiecki I,0,https://en.wikipedia.org/wiki/First_Cabinet_of_Mateusz_Morawiecki,reuters,"Cabinet won an investiture vote (yes: 243, no: 192) on 11 December 2017.
Cabinet includes  Alliance (P) and United Poland (SP) as members of the Law and Justice (PiS) parliamentary group.
Cabinet ended with election on 13 October 2019.",,1196,996,837,,
1527,23,2018-01-29,Dancila I,0,https://en.wikipedia.org/wiki/D%C4%83ncil%C4%83_Cabinet,"ap, reuters","Cabinet won an investiture vote (yes: 282) on 29 January 2018.
Cabinet ended on 26 August 2019 after the withdrawal of the Alliance of Liberals and Democrats (ALDE) over cabinet internal differences.
Cabinet lost a vote of no confidence (yes: 238, no: 4) on 10 October 2019.","coded as one cabinet according to ParlGov's ""three month rule""",1514,1015,849,,
1528,54,2018-03-14,Merkel V,0,https://en.wikipedia.org/wiki/Fourth_Merkel_cabinet,reuters,"PM Merkel won an investiture vote (yes: 364, no: 315, abstain: 9) on 14 March 2018.
Cabinet ended with election on 26 September 2021.",,1515,1016,825,,
1529,1,2018-03-22,Pellegrini,0,https://en.wikipedia.org/wiki/Pellegrini%27s_Cabinet,"reuters, spectator","PM Pellegrini and the cabinet were appointed on 22 March 2018. Cabinet won an investiture vote (yes: 81) on 27 March 2018.
Cabinet ended with election on 29 February 2020.",,1491,1003,847,,
1530,8,2017-10-26,Rutte V,0,https://en.wikipedia.org/wiki/Third_Rutte_cabinet,"ap, dn, reuters","Cabinet was appointed on 26 October 2017.
Cabinet resigned on 15 January 2021 over ""mismanagement of childcare subsidies"" (Reuters).",,1506,1012,846,,
1531,39,2018-05-10,Orban IV,0,https://en.wikipedia.org/wiki/Fourth_Orb%C3%A1n_Government,dpa,"PM Orban was appointed on 10 May 2018 and cabinet won a confidence vote (yes: 127, no: 35) a day later.
Cabinet ended with election on 3 April 2022.",,1104,1023,827,,
1532,26,2018-06-01,Conte I,0,https://en.wikipedia.org/wiki/Conte_I_Cabinet,reuters,"PM Conte was appointed on 1 June 2018 and cabinet won confidence votes on 5/6 June (yes: 350, no: 236, abstain: 35 [lower house]; yes: 171, no: 117 [upper house]).
PM Conte resigned on 20 August 2019 over a coalition conflict with interior minister Matteo Salvini (LN).",,1501,1024,834,,
1533,27,2018-06-02,Sanchez I,0,https://en.wikipedia.org/wiki/S%C3%A1nchez_government,reuters,"Cabinet won a constructive vote of no confidence on 1 Juni 2018 against Rajoy IV cabinet. The vote was supported by Podemos and other national parties. PM Sánchez was appointed on 2 June 2018.
Cabinet called an early election on 15 February 2019 after loosing a budget vote. It took place on 28 April.",see confidence vote coded for Rajoy IV.,1494,1005,839,,
1534,68,2018-06-27,Babis II,0,https://en.wikipedia.org/wiki/Andrej_Babi%C5%A1%27_Second_Cabinet,reuters,"PM Babiš was appointed on 27 June 2018 and cabinet won an investiture vote on 12 July (yes: 105, no: 91).
Minority cabinet supported by Communist Party (KSCM).
Cabinet ended with election on 9 December 2021.
",Cabinet lost minority support by Communist Party of Bohemia and Moravia (KSCM) on 13 April 2021.,1522,1020,820,,
1535,59,1919-03-15,Renner II,0,https://de.wikipedia.org/wiki/Staatsregierung_Renner_II,aufo,"Provisional cabinet was elected on 15 March 1919 (Yes: 99, No: 0).
Cabinet ended with the resignation of the entire cabinet, after the ratification of the Treaty of Saint-Germain-en-Laye.",,,1030,,,
1536,59,1919-10-17,Renner III,0,https://de.wikipedia.org/wiki/Staatsregierung_Renner_III,aufo,"Cabinet was elected on 17 October 1920 (Yes: 76, No: 19).
Cabinet resigned on 11 Juni 1920 and stayed in office until 7 Juli 1920 as a caretaker government after a coalition crisis.
",,1535,1030,,,
1537,59,1920-07-07,Mayr I,1,https://de.wikipedia.org/wiki/Staatsregierung_Mayr_I,aufo,"Cabinet was elected on 7 July 1920 as a consensus government to overcome the government crisis and all parties in parliament were involved.
On 22 October 1920 the Social Democrats defected form the government.
Cabinet ended on 20 November 1920.",,1536,1030,,,
1538,59,1920-11-20,Mayr II,0,https://de.wikipedia.org/wiki/Bundesregierung_Mayr_II,aufo,"Cabinet was elected on 20 November 1920 (Yes: 99, No: 59)
Cabinet resigned on 1 Juni 1921 with the resignation of Mayr and stayed in office until 21 June 1921 as a caretaker government.",,1537,1026,,,
1539,59,1921-06-21,Schober I,0,https://de.wikipedia.org/wiki/Bundesregierung_Schober_I,"aufo, onb","Cabinet was elected on 21 June 1921 (Yes: 98, No: 62)
Schober resigned on 26 January 1922, because the GDVP didn't support the government anymore after the ratification of the Treaty of Lana.",,1538,1026,,,
1540,59,1922-01-27,Schober II,0,https://de.wikipedia.org/wiki/Bundesregierung_Schober_II,aufo,"Cabinet was elected on 27 January 1922 (Yes 80, No: 72) one day after the resignation of Schober.
The Cabinet ended on 24 May 1922.",,1539,1026,,,
1541,59,1922-05-31,Seipel I,0,https://de.wikipedia.org/wiki/Bundesregierung_Seipel_I,aufo,"Cabinet was elected on 31 May 1922 (Yes: 101, No: 58).
Cabinet ended on 16 April 1923.",,1540,1026,,,
1542,59,1923-04-17,Seipel II,0,,aufo,"Cabinet was elected on 17 April 1923 (Yes: 100, No: 59).
Cabinet ended with the resignation of the cabinet on 20 November 1923.",,1541,1026,,,
1543,59,1923-11-20,Seipel III,0,,aufo,"Cabinet was re-elected as Seibel III on 20 November 1923 (Yes: 97, No: 68).
The Cabinet endet on 8 November 1924 and stayed in office until 20 November 1924 as a caretaker government.",,1542,1027,,,
1544,59,1924-11-20,Ramek I,0,https://de.wikipedia.org/wiki/Bundesregierung_Ramek_I,"chisols, onb","Cabinet was elected on 20 November 1924 (Yes: 91; No: 60).
Cabinet endet with the resignation of the cabinet on 14 January 1926.",,1543,1027,,,
1545,59,1926-01-15,Ramek II,0,https://de.wikipedia.org/wiki/Bundesregierung_Ramek_II,onb,"Cabinet was elected on 15 January 1926 (Yes: 80, No:	53).
Cabinet resigned on 15 October 1926 and stayed in office until 20 October 1926 as a caretaker government.",,1544,1027,,,
1546,59,1926-10-20,Seipel IV,0,,onb,"Cabinet was elected on 20 October 1926 (Yes: 91, No:	59).
Cabinet ended with the resignation of the cabinet on 18 May 1927.",,1545,1027,,,
1547,59,1927-05-19,Seipel V,0,,onb,"Cabinet was elected on 19 May 1927 (Yes: 94, No: 70)
Cabinet resigned on 3 April 1929.",,1546,1028,,,
1548,59,1929-05-04,Streeruwitz,0,https://de.wikipedia.org/wiki/Bundesregierung_Streeruwitz,onb,"Cabinet was elected on 4 May 1929 (Yes: 89, No:	59).	
Cabinet resigned on 25 September 1929.",,1547,1028,,,
1549,59,1929-09-26,Schober III,0,,onb,"Cabinet was elected on 26 September 1929 (Yes: 84, No: 69).
Chancellor Schober was forced to  resign on 25 September 1930 after the resignation of his Vice-Chancellor Vaugoin, who was appointed Chancellor afterwards.",,1548,1028,,,
1550,59,1930-09-30,Vaugoin,0,https://de.wikipedia.org/wiki/Bundesregierung_Vaugoin,onb,"Cabinet was appointed on 30 September 1930.
Cabinet resigned 29 November 1930 and stayed in office until 4 December 1930 as a caretaker government.",,1549,1028,,,
1551,59,1930-12-04,Ender,0,,onb,"Cabinet was appointed on 4 December 1930.
Cabinet ended on 16 June 1931 and stayed in office until 20 June 1931 as a caretaker government.",,1550,1029,,,
1552,59,1931-06-20,Buresch I,0,,onb,"Cabinet was appointed on 20 June 1931.
Cabinet resigned on 27 January 1932 and stayed in office until 29 January 1932 as a caretaker government.",,1551,1029,,,
1553,59,1932-01-29,Buresch II,0,,onb,"Cabinet was appointed on 29 January 1932.
Cabinet resigned on 6 May 1932 and stayed in office until 20 May 1932 as a caretaker government.",,1552,1029,,,
1554,59,1932-05-20,Dollfuss,0,https://de.wikipedia.org/wiki/Bundesregierung_Dollfu%C3%9F_I,onb,"Cabinet was appointed on 20 May 1932.
Cabinet ended on 21 September 1933.",,1553,1029,,,
1555,60,2018-08-17,Sarec,0,https://en.wikipedia.org/wiki/13th_Government_of_Slovenia,reuters,"PM Cerar was appointed on 17 August 2018 and won an investiture vote (yes: 55, no: 31).  Cabinet won an investiture vote (yes: 45, no: 34, abstain: 11) on 13 September 2018.
Cabinet ended with the resignation of PM Sarec on 27 January 2020 after failing to pass legislation.",,1144,1025,844,,
1556,54,1919-02-13,Scheidemann,0,https://en.wikipedia.org/wiki/Scheidemann_cabinet,vs14,"Cabinet took office on 13 February 1919, through the provisional law ""Gesetz über die vorläufige Reichsgewalt"" by Reichspräsident Ebert.
Scheidemann resigned on 20 June 1919, because he could not agree to the signing of the Treaty of Versailles.",,,1031,,,
1557,54,1919-06-22,Bauer I,0,https://en.wikipedia.org/wiki/Bauer_cabinet,vs14,"Cabinet took office on 22 June 1919.
Cabinet ended on 2 October 1919, when the DDP joined the government.",,1556,1031,,,
1558,54,1919-10-03,Bauer II,0,https://en.wikipedia.org/wiki/Bauer_cabinet,vs14,"Cabinet took office on 3 October 1919.
Cabinet resigned on 27 January 1920 in response to the Kapp Putsch.",,1557,1031,,,
1559,54,1920-03-29,Mueller I,0,https://en.wikipedia.org/wiki/First_M%C3%BCller_cabinet,vs14,"Cabinet took office on 29 March 1920.
Cabinet ended on 25 June 1920.",,1558,1031,,,
1560,54,1920-06-26,Fehrenbach,0,https://en.wikipedia.org/wiki/Fehrenbach_cabinet,vs14,"Cabinet took office on 26 June 1920.
Fehrenbach resigned on 4 May 1921, since there was no agreement on dealing with reparations payments, and the DVP withdrew its support of the government.",,1559,1033,,,
1561,54,1921-05-10,Wirth I,0,https://en.wikipedia.org/wiki/First_Wirth_cabinet,vs14,"Cabinet took office on 10 May 1921.
Cabinet resigned on 22 October 1921 in response to the outcome of the  Upper Silesia plebiscite.",,1560,1033,,,
1562,54,1921-10-26,Wirth II,0,https://en.wikipedia.org/wiki/Second_Wirth_cabinet,vs14,"Cabinet took office on 26 October 1921.
Cabinet ended on 31 January 1922, when the DDP joined the government.",Otto Gessler was a member of the DDP but was an individual cabinenet member . Later Walther Rathenau joined the cabinet as a representative of the DDP.,1561,1033,,,
1563,54,1922-01-31,Wirth III,0,https://en.wikipedia.org/wiki/Second_Wirth_cabinet,vs14,"Cabinet took office on 31 January 1922.
Cabinet ended on 31 March 1922, when the BBB joined the government.",,1562,1033,,,
1564,54,1922-03-31,Wirth IV,0,https://en.wikipedia.org/wiki/Second_Wirth_cabinet,vs14,"Cabinet took office on 31 March 1922.
Cabinet resigned on 14 November 1922, because the SPD refused to agree to include the DVP into the coalition.
",,1563,1033,,,
1565,54,1922-11-22,Cuno,0,https://en.wikipedia.org/wiki/Cuno_cabinet,vs14,"Cabinet took office on 22 November 1922.
Cabinet resigned on 11 August 1923 to forestall a vote of no confidence by the SPD.",,1564,1033,,,
1566,54,1923-08-13,Stresemann I,0,https://en.wikipedia.org/wiki/First_Stresemann_cabinet,vs14,"Cabinet took office on 13 August 1923.
Cabinet resigned on 3 October 1923 over the dispute whether the daily working hours should be increased and took office again with minor modifications in the cabinet.
The SPD left the coalition on 3 November 1923, since the government used the means of the Reich execution on Saxony, but was not willing to do the same in Bavaria.",,1565,1033,,,
1567,54,1923-11-03,Stresemann II,0,https://en.wikipedia.org/wiki/Second_Stresemann_cabinet,vs14,"The cabinet took office on 3 November 1923.
The cabinet resigned on 20 November 1923 after losing a confidence vote. ",,1566,1033,,,
1568,54,1923-12-01,Marx I,0,https://en.wikipedia.org/wiki/First_Marx_cabinet,vs14,"Cabinet took office on 1 December 1923.
Cabinet ended on 15 April 1923 due to the withdrawal of the BVP (represented by Erich Emminger) from the cabinet.",,1567,1033,,,
1569,54,1924-04-15,Marx II,0,https://en.wikipedia.org/wiki/First_Marx_cabinet,vs14,"Cabinet took office on 15 April 1924.
Cabinet ended with election on 4 June 1924.",Government officially stayed in office until 26 June 1924.,1568,1033,,,
1570,54,1924-06-04,Marx III,1,https://en.wikipedia.org/wiki/Second_Marx_cabinet,vs14,"Cabinet Marx II was confirmed by Reichspräsident Ebert in office after initial coalition negotiations failed, but had no majority support in the Reichstag. Coalition negotiations with SPD and DNVP continued, but were not successful.
Cabinet resigned on 15 December 1924 and stayed in office until 15 January 1925.",,1569,1034,,,
1571,54,1925-01-16,Luther I,0,https://en.wikipedia.org/wiki/First_Luther_cabinet,vs14,"Cabinet took office on 16 January 1925.
Cabinet ended on 29 October 1925, when the DNVP withdrew from the government due to the dispute over the Locarno Treaties.",,1570,1035,,,
1572,54,1925-10-29,Luther II,0,https://en.wikipedia.org/wiki/First_Luther_cabinet,vs14,"Cabinet took office on 29 October 1925.
Cabinet resigned on 5 December 1925 after signing the Locarno Treaties.
",,1571,1035,,,
1573,54,1926-01-20,Luther III,0,https://en.wikipedia.org/wiki/Second_Luther_cabinet,vs14,"Cabinet took office on 20 January 1926.
Luther resigned on 13 May 1926, after a vote of reprobation against him was successful.",,1572,1035,,,
1574,54,1926-05-18,Marx IV,0,https://en.wikipedia.org/wiki/Third_Marx_cabinet,vs14,"Cabinet took office on 18 May 1926.
Cabinet resigned on 17 December 1926 after losing a confidence vote initiated by the SPD.",,1573,1035,,,
1575,54,1927-01-29,Marx V,0,https://de.wikipedia.org/wiki/Kabinett_Marx_IV,vs14,"Cabinet took office on 29 January 1927.
Marx resigned on 12 June 1928 due to a dispute over the Reichsschulgesetz.
",,1574,1035,,,
1576,54,1928-06-29,Mueller II,0,https://de.wikipedia.org/wiki/Kabinett_M%C3%BCller_II,vs14,"Cabinet took office on 29 June 1928.
Müller resigned on  27 March 1930, because the SPD was unwilling to accept a compromise in the dispute over the funding of unemployment insurance.",,1575,1036,,,
1577,54,1932-12-03,Schleicher,0,https://de.wikipedia.org/wiki/Kabinett_Schleicher,vs14,"Cabinet took office on 3 December 1932. The cabinet was composed mainly of independent ministers.
Cabinet resigned on 28 January 1933.",,1580,1039,,,
1578,54,1933-01-31,Hitler,0,https://en.wikipedia.org/wiki/Hitler_Cabinet,vs14,"Cabinet took office on 31 January 1933.
All non-NSDAP members were later removed from the government.
With the Enabling Act of 24  March 1933, the government was able to pass laws without the Reichstag, which meant the end of the Weimar Republic.",,1577,1039,,,
1579,54,1932-06-02,Papen I,0,https://de.wikipedia.org/wiki/Kabinett_Papen,vs14,"Cabinet took office on 2 June 1932.
Cabinet endet with the dissolution of the Reichstag on 12 September 1932.",Snap election on 6 November 1932.,1584,1037,,,
1580,54,1932-09-12,Papen II,0,https://de.wikipedia.org/wiki/Kabinett_Papen,vs14,"Cabinet took office on 12 September 1932.
Cabinet ended on 3 December 1932.",,1579,1038,,,
1581,54,1930-03-30,Bruening I,0,https://de.wikipedia.org/wiki/Kabinett_Br%C3%BCning_I,vs14,"Cabinet took office on 30 March 1930.
Cabinet ended on 16 October 1930.",,1576,1036,,,
1582,54,1930-10-16,Bruening II,0,https://de.wikipedia.org/wiki/Kabinett_Br%C3%BCning_I,vs14,"Cabinet took office on 16 October 1930.
Cabinet ended on 5 December 1930.",,1581,1037,,,
1583,54,1930-12-05,Bruening III,0,https://de.wikipedia.org/wiki/Kabinett_Br%C3%BCning_I,vs14,"Cabinet took office on 5 December 1930.
Cabinet ended on 9 October 1931.",,1582,1037,,,
1584,54,1931-10-10,Bruening IV,0,https://de.wikipedia.org/wiki/Kabinett_Br%C3%BCning_II,vs14,"Cabinet took office on 10 October 1931.
Cabinet resigned on 31 May 1932, because Brüning could no longer rely on the support of the Reichspräsident.",,1583,1037,,,
1585,33,2018-08-24,Morrison I,0,https://en.wikipedia.org/wiki/First_Morrison_Ministry,reuters,"PM Morisson was appointed on 24 August 2018 and the cabinet was appointed two days later.
Cabinet lost majority support on 5 November 2018 due to a by-election seat loss.
Cabinet ended with election on 18 May 2019.",,1490,1006,,,
1586,64,2018-12-09,Michel II,0,http://en.wikipedia.org/wiki/Michel_Government,"afp, reuters","Cabinet continued on 9 December 2018 after a change in party composition.
Cabinet ended with election on 26 May 2019.",,1147,816,832,,
1587,35,2018-09-09,Lofven II,1,http://en.wikipedia.org/wiki/L%C3%B6fven_Cabinet,"bbc, reuters, tlse","Continuation caretaker cabinet remained in office on 9 September 2018.
PM Loefven lost an investiture vote (yes: 142; no: 204) on 25 September and remained in office as caretaker cabinet.
Cabinet ended with new cabinet coming into office on 18 January 2019.",,1149,1041,843,,
1588,7,2018-12-05,Bettel II,0,https://en.wikipedia.org/wiki/Bettel%E2%80%93Schneider_Ministry_II,reuters,Cabinet was appointed on 5 December 2018.,,1069,1043,835,,
1589,34,2018-11-18,Netanyahu XI,1,https://en.wikipedia.org/wiki/Thirty-fourth_government_of_Israel,"knesset, reuters","Cabinet continued on 18 November 2018 after a change in party composition.
Minority cabinet was supported by United Torah Judaism (YH) through a deputy minister position.
Cabinet ended with election on 9 April 2019.", coded as caretaker cabinet because PM Netanyahu seeked a dissolution,1486,852,,,
1590,35,2019-01-18,Lofven III,0,https://en.wikipedia.org/wiki/L%C3%B6fven_II_Cabinet,reuters,"PM Loefven won an investiture vote (yes: 115, no: 153, abstain: 77) on 18 January 2019.
Cabinet lost a confidence vote (yes: 109, no: 181) on 21 June 2021 and resigned on 28 June 2021.	",negative parliamentarism with no absolute majority against cabinet ,1587,1041,843,,
1591,55,2018-10-06,Kucinskis II,1,https://en.wikipedia.org/wiki/Ku%C4%8Dinskis_cabinet,reuters,"Continuation caretaker cabinet remained in office on 6 October 2018.
Cabinet ended with new cabinet starting on 23 January 2019.",,1407,1042,848,,
