id,country_id,family_id,name_short,name_english,name,name_ascii,name_nonlatin,wikipedia,data_source,description,comment,cmp,euprofiler,ees,morgan,castles_mair,huber_inglehart,ray,benoit_laver,chess,old_countryID,old_partyID
2640,10,40,R,Revival,Vazrazhdane,Vazrazhdane,Възраждане,https://en.wikipedia.org/wiki/Revival_(Bulgarian_political_party),,New party formed on 2 August 2014.,,,,,,,,,,,,
2641,8,11,DENK,Think,Beweging DENK,Beweging DENK,,https://en.wikipedia.org/wiki/Denk_(political_party),,Party formed on 02 September 2015 by Tunahan Kuzu and Selçuk Öztürk after leaving the Labour Party (PvdA).,,,,,,,,,,,,
2642,8,40,FvD,Forum for Democracy,Forum voor Democratie,Forum voor Democratie,,https://en.wikipedia.org/wiki/Forum_for_Democracy_(Netherlands),,New party formed on 22 September 2016.,,,,,,,,,,,,
2643,43,6,REM|R,The Republic Onwards! | Renaissance,La République En Marche! | Renaissance,La Republique En Marche! | Renaissance,,https://en.wikipedia.org/wiki/En_Marche!,,New party formed on 6 April 2016 by former minister Emmanuel Macron.,,,,,,,,,,,,
2644,43,14,FI,Unbowed France,La France Insoumise,La France Insoumise,,https://en.wikipedia.org/wiki/La_France_Insoumise,,,,,,,,,,,,,,
2645,67,40,UV|SIN,New Alternative | Blue Reform,Uusi vaihtoehto | Sininen tulevaisuus,Uusi vaihtoehto | Sininen tulevaisuus,,https://en.wikipedia.org/wiki/New_Alternative,,"The party started as a parliamentary group named New Alternative, which was a secession from the Finns Party faction on 13 June 2017. The group, initially composed only of parliamentarians, formed Blue Reform party on 15 November 2017.",,,,,,,,,,,,
2646,23,6,USR|PLUS,"Save Romania Union | Party of Liberty, Unity and Solidarity","Uniunea Salvați România | Partidul Libertate, Unitate și Solidaritate","Uniunea Salvati Romania | Partidul Libertate, Unitate si Solidaritate",,https://en.wikipedia.org/wiki/Save_Romania_Union,,New party formed on 1 July 2015.,,,,,,,,,,,,
2647,23,6,PLR|ALDE,Liberal Reformist Party | Alliance of Liberals and Democrats,Partidul Liberal Reformator | Alianța Liberalilor și Democraților,Partidul Liberal Reformator | Alianta Liberalilor si Democratilor,,https://en.wikipedia.org/wiki/Alliance_of_Liberals_and_Democrats_(Romania),,"Liberal Reformist Party (PLR) formed on 3 July 2014 as a splinter of Partidul National Liberal (PNL).
PLR and Conservative Party (PC) merged into Alliance of Liberals and Democrats (ALDE) on 19 June 2015.
ALDE joined PNL on 22 March 2022.",2015 change coded as one party to avoid high number of short lived parties in ParlGov,,,,,,,,,,,
2648,23,40,PRU,United Romania Party,Partidul România Unită,Partidul Romania Unita,,https://en.wikipedia.org/wiki/United_Romania_Party,,,,,,,,,,,,,,
2649,54,16,PARTEI,The PARTY,Die PARTEI,Die PARTEI,,https://en.wikipedia.org/wiki/Die_PARTEI,,New party formed on 2 August 2004.,,,,,,,,,,,,
2650,11,6,TOP,The Opportunities Party,The Opportunities Party,The Opportunities Party,,https://en.wikipedia.org/wiki/The_Opportunities_Party,,New party formed on 4 November 2016.,,,,,,,,,,,,
2651,59,19,PILZ,JETZT -- Pilz List,JETZT – Liste Pilz,JETZT -- Liste Pilz,,https://en.wikipedia.org/wiki/Peter_Pilz_List,,,,,,,,,,,,,,
2652,59,16,GILT,My Vote Counts!,Liste Roland Düringer – Meine Stimme GILT,Liste Roland Dueringer -- Meine Stimme GILT,,https://en.wikipedia.org/wiki/My_Vote_Counts!,,New party formed on 14 August 2016.,,,,,,,,,,,,
2654,68,40,SPD,Freedom and Direct Democracy ,Svoboda a přímá demokracie ,Svoboda a prima demokracie ,,https://en.wikipedia.org/wiki/Freedom_and_Direct_Democracy,,Party formed on 05 May 2015 as a split of the Dawn of Direct Democracy (UDP) by MP Tomio Okamura and MP Radim Fiala. ,,,,,,,,,,,,
2655,56,6,M,Centre Party,Miðflokkurinn,Midflokkurinn,,https://en.wikipedia.org/wiki/Centre_Party_(Iceland),,Party formed as a split from the Progressive Party on 24 September 2017.,,,,,,,,,,,,
2656,5,26,PH,Party of Hope,Kibō no Tō,Kibo no To,希望の党,https://en.wikipedia.org/wiki/Kib%C5%8D_no_T%C5%8D,,,,,,,,,,,,,,
2657,5,11,CDP,Constitutional Democratic Party of Japan,Rikken Minshutō,Rikken Minshuto,立憲民主党,https://en.wikipedia.org/wiki/Constitutional_Democratic_Party_of_Japan,,"Party formed on 3 October 2017 as split from the Democratic Party (Minshintō, DP). Re-foundation on 15 September 2020 due to the merging of a majority of the Democratic Party for the People (DPP) and the Social Democratic Party (SDP).",,,,,,,,,,,,
2659,39,26,MM,Momentum Movement,Momentum Mozgalom,Momentum Mozgalom,,https://en.wikipedia.org/wiki/Momentum_Movement,,New party formed on 4 March 2017.,,,,,,,,,,,,
2660,39,16,MKKP,Hungarian Two-tailed Dog Party,Magyar Kétfarkú Kutya Párt,Magyar Ketfarku Kutya Part,,https://en.wikipedia.org/wiki/Hungarian_Two-tailed_Dog_Party,,New party formed on 8 September 2014.,,,,,,,,,,,,
2668,60,11,LMS,List of Marjan Sarec,Lista Marjana Šarca,Lista Marjana Sarca,,https://en.wikipedia.org/wiki/List_of_Marjan_%C5%A0arec,,New party formed on 31 May 2014.,,,,,,,,,,,,
2669,60,11,DD,Good Country,Dobra Drzava,Dobra Drzava,,https://sl.wikipedia.org/wiki/Dobra_dr%C5%BEava,,New party formed on 18 November 2017.,The main goal of the party is the fight against corruption.,,,,,,,,,,,
2670,60,14,L,The Left,Levica,Levica,,https://en.wikipedia.org/wiki/The_Left_(Slovenia),,New party formed on 24 June 2017.,,,,,,,,,,,,
2671,26,26,USEI,South American Union Italian Emigrants,Unione Sudamericana Emigrati Italiani,Unione Sudamericana Emigrati Italiani,,https://en.wikipedia.org/wiki/South_American_Union_Italian_Emigrants,,New party formed in 2006.,,,,,,,,,,,,
2672,59,26,DNP,German-Nationals,Deutschnationale,Deutschnationale,,https://en.wikipedia.org/wiki/German-National_Party,,,,,,,,,,,,,,
2673,59,26,DVP,German People's Party,Deutsche Volkspartei,Deutsche Volkspartei,,https://en.wikipedia.org/wiki/German_People%27s_Party_(Austria),,,,,,,,,,,,,,
2674,59,26,GDVP,Greater German People's Party,Großdeutsche Volkspartei,Grossdeutsche Volkspartei,,https://en.wikipedia.org/wiki/Greater_German_People%27s_Party,,,"""party of (...) bureaucracy, business elements, and the urban middle class"" (McHale 1983, 46).",,,,,,,,,,,
2675,59,6,DD,German-Democrats,Deutschdemokraten,Deutschdemokraten,,https://en.wikipedia.org/wiki/German_Democrats,,,,,,,,,,,,,,
2676,59,40,GFOP,German Freedom and Order Party,Deutsche Freiheits und Ordnungspartei,Deutsche Freiheits und Ordnungspartei,,https://en.wikipedia.org/wiki/German_Freedom_and_Order_Party,,,,,,,,,,,,,,
2677,59,2,SBP,Styrian Farmers' Party,Steirische Bauernpartei,Steirische Bauernpartei,,https://en.wikipedia.org/wiki/Styrian_Farmers%27_Party,,,"""(...) when Landbund was formed, the major part of agrarian parties and groups joined it."" (Mulej 2017, 140)",,,,,,,,,,,
2678,59,2,KB,Carinthian Farmers' Association,Kärtner Bauernbund,Kartner Bauernbund,,https://en.wikipedia.org/wiki/Carinthian_Farmers%27_Association,,,"""(...) when Landbund was formed, the major part of agrarian parties and groups joined it."" (Mulej 2017, 140)",,,,,,,,,,,
2679,59,40,NDP,National Democratic Party,Nationaldemokratische Partei,Nationaldemokratische Partei,,,,,"""the heterogeneous but pronouncedly anti-Semitic Greater German People’s Party (Grossdeutsche Volkspartei), whose key founding group were the Viennese National Democrats (Nationaldemokraten)."" (Mulej 2017)",,,,,,,,,,,
2681,59,40,L,Rural Federation,Landbund für Österreich,Landbund fuer Oesterreich,,https://en.wikipedia.org/wiki/Landbund,,"Styrian Farmers' Party (Steirische Bauernpartei) and Carinthian Farmers' Association (Kärntner Bauernbund) formed the German-Austrian Peasants' Party (Deutschösterreichische Bauernpartei) on 26 June 1920. The party joined the Germany based National Rural League (Reichs-Landbund) and formed the Rural Federation (Landbund) on 6 December 1922. (Landwehrlen 2009, 25-27)",,,,,,,,,,,,
2683,59,3,UV,"Udeverband, Association against Corruption","Udeverband, Bund gegen Korruption","Udeverband, Bund gegen Korruption",,https://de.wikipedia.org/wiki/Ude-Verband,,New party formed in 1927.,,,,,,,,,,,,
2684,59,40,DNSAP,National Socialist Workers' Party,Nationalsozialistische Arbeiterpartei,Nationalsozialistische Arbeiterpartei,,https://de.wikipedia.org/wiki/Deutsche_Nationalsozialistische_Arbeiterpartei_(%C3%96sterreich),,,,,,,,,,,,,,
2685,59,40,HB,Homeland Block,Heimatblock,Heimatblock,,https://de.wikipedia.org/wiki/Heimatblock,,New party formed in 1930. Political arm of the paramilitary Heimwehr movement.,,,,,,,,,,,,
2686,59,12,one-seat,one-seat,one-seat,one-seat,,,,Parties that won one seat in a single election and less than one percent vote share.,,,,,,,,,,,,
2687,59,12,etc,others,others,others,,,,,,,,,,,,,,,,
2688,59,6,BD,Centrist Democrats,Bürgerliche Demokraten,Buergerliche Demokraten,,https://en.wikipedia.org/wiki/Centrist_Democrats,,,,,,,,,,,,,,
2689,59,16,T,Czechoslovakians,Tschechoslowaken,Tschechoslowaken,,,,"Electoral alliance of all Czechoslovak parties.
",,,,,,,,,,,,
2690,54,14,USPD,Independent Social Democratic Party of Germany,Unabhängige Sozialdemokratische Partei Deutschlands,Unabhaengige Sozialdemokratische Partei Deutschlands,,https://en.wikipedia.org/wiki/Independent_Social_Democratic_Party_of_Germany,,,,,,,,,,,,,,
2691,54,6,DDP,German Democratic Party,Deutsche Demokratische Partei,Deutsche Demokratische Partei,,https://en.wikipedia.org/wiki/German_Democratic_Party,,"New party formed on 20 November 1918.
Party merged with People's National Reich Association (Volksnationale Reichsvereinigung) on 28 July 1930 and formed  German State Party (DStP). This led to many left-wing liberals leaving the party. The merger was reversed on 7 October 1930 but the party kept the new name.",,,,,,,,,,,,
2692,54,40,DNVP,German National People's Party,Deutschnationale Volkspartei,Deutschnationale Volkspartei,,https://en.wikipedia.org/wiki/German_National_People%27s_Party,,New party formed on 24 November 1918.,,,,,,,,,,,,
2693,54,26,DVP,German People's Party,Deutsche Volkspartei,Deutsche Volkspartei,,https://en.wikipedia.org/wiki/German_People%27s_Party,,New party formed on 15 December 1918.,,,,,,,,,,,,
2695,54,40,NSDAP,National Socialist German Workers' Party,Nationalsozialistische Deutsche Arbeiterpartei,Nationalsozialistische Deutsche Arbeiterpartei,,https://en.wikipedia.org/wiki/Nazi_Party,,New party formed on 1 May 1919 as Deutsche Arbeiterpartei (DAP) and renamed to Nationalsozialistische Deutsche Arbeiterpartei (NSDAP) on 24 February 1920.,,,,,,,,,,,,
2696,54,26,DHP,German-Hanoverian Party,Deutsch-Hannoversche Partei,Deutsch-Hannoversche Partei,,https://en.wikipedia.org/wiki/German-Hanoverian_Party,,New party formed in 1867.,,,,,,,,,,,,
2697,54,3,BVP,Bavarian People's Party,Bayerische Volkspartei,Bayerische Volkspartei,,https://en.wikipedia.org/wiki/Bavarian_People%27s_Party,,,,,,,,,,,,,,
2698,54,26,WP,Economic Party,Wirtschaftspartei,Wirtschaftspartei,,https://en.wikipedia.org/wiki/Reich_Party_of_the_German_Middle_Class,,New party formed in 1920.,,,,,,,,,,,,
2699,59,40,WB,Economic bloc,Wirtschaftsblock,Wirtschaftsblock,,,,"Electoral allicance of Great Germans (""Großdeutsche"") and Rural Federation (""Landbund"").",,,,,,,,,,,,
2700,54,3,CSVD,Christian Social People's Service,Christlich-Sozialer Volksdienst,Christlich-Sozialer Volksdienst,,https://en.wikipedia.org/wiki/Christian_Social_People%27s_Service,,"Party formed on 1. January 1927 as split from German National People's Party (DNVP).
",,,,,,,,,,,,
2701,54,6,BBB,Bavarian Peasants' League,Bayerischer Bauernbund,Bayerischer Bauernbund,,https://en.wikipedia.org/wiki/Bavarian_Peasants%27_League,,,,,,,,,,,,,,
2702,20,40,IYI,Iyi Party,İyi Parti,Iyi Parti,İyi Parti,https://en.wikipedia.org/wiki/%C4%B0yi_Party,,"Party was formed by politicans of the MHP defectors, that didn't support a ""Yes"" in the 2017 constitutional referendum in opposition to MHP leaders.",,,,,,,,,,,,
2703,54,2,BWB,Farmers and Wine Growers Association,Bauern- und Weingärtnerbund,Bauern- und Weingaertnerbund,,https://de.wikipedia.org/wiki/W%C3%BCrttembergischer_Bauern-_und_Weing%C3%A4rtnerbund,,"Party formed in 1919 as a merger of Württembergischer Bauernbund, founded in 1895, with the Württembergische Kleinbauern- and Weingärtnerbund.",,,,,,,,,,,,
2704,54,2,LBT,Rural Federation Thuringia,Landbund Thüringen,Landbund Thueringen,,https://en.wikipedia.org/wiki/Thuringian_Agricultural_League,,New party formed in 1920.,,,,,,,,,,,,
2705,54,40,DSP,German Social Party,Deutschsoziale Partei,Deutschsoziale Partei,,https://en.wikipedia.org/wiki/German_Social_Party_(Weimar_Republic),,New party formed on 23 February 1921.,,,,,,,,,,,,
2706,54,2,HBB,Hessian Farmers' Federation,Hessischer Bauernbund,Hessischer Bauernbund,,https://de.wikipedia.org/wiki/Hessischer_Bauernbund,,New party formed in January 1919.,,,,,,,,,,,,
2707,54,2,BLB,Baden Rural Federation,Badischer Landbund,Badischer Landbund,,,,,formation date unknown,,,,,,,,,,,
2708,54,2,SLV,Saxon Peasants,Sächsisches Landvolk,Saechsisches Landvolk,,https://de.wikipedia.org/wiki/S%C3%A4chsisches_Landvolk,,New party formed in 1928.,,,,,,,,,,,,
2709,54,3,CNBL,Christian-National Peasants' and Farmers' Party,Christlich-Nationale Bauern- und Landvolkpartei,Christlich-Nationale Bauern- und Landvolkpartei,,https://en.wikipedia.org/wiki/Christian-National_Peasants%27_and_Farmers%27_Party,,"Party split from DNVP, because many members did not agree with Hugenberg's appointment as party chairman.",,,,,,,,,,,,
2710,54,16,VRP,Reich Party for Civil Rights and Deflation,Reichspartei für Volksrecht und Aufwertung,Reichspartei fuer Volksrecht und Aufwertung,,https://en.wikipedia.org/wiki/Reich_Party_for_Civil_Rights_and_Deflation,,New party formed on 20 February 1927 with the aim of representing the interests of inflation victims.,,,,,,,,,,,,
2711,54,26,KVP,Conservative Peoples' Party,Konservative Volkspartei,Konservative Volkspartei,,https://de.wikipedia.org/wiki/Konservative_Volkspartei,,"Party split from DNVP, as many members did not agree with Hugenberg's appointment as party chairman.",,,,,,,,,,,,
2712,54,2,DBP,German Farmers' Party,Deutsche Bauernpartei,Deutsche Bauernpartei,,https://en.wikipedia.org/wiki/German_Farmers%27_Party,,New party formed in 1928.,,,,,,,,,,,,
2713,54,3,CNAG,Christian National Working Group,Christlichnationale Arbeitsgemeinschaft,Christlichnationale Arbeitsgemeinschaft,,https://de.wikipedia.org/wiki/Christlich-Nationale_Arbeitsgemeinschaft,,"A parliamentary group was formed after several MPs left the DNVP and joined forces with the CNBL.
Members of the group took part in the founding of the CIP and the CSVD.",,,,,,,,,,,,
2714,8,6,MPSL,Middle Party for City and Country,Middenpartij voor Stad en Land,Middenpartij voor Stad en Land,,https://en.wikipedia.org/wiki/Middle_Party_for_City_and_Country,,,,,,,,,,,,,,
2715,55,40,KPV-LV,Who owns the state?,Kam pieder valsts?,Kam pieder valsts?,,https://en.wikipedia.org/wiki/Who_owns_the_state%3F,,"Party formed on 3 May 2016 by Artuss Kaimiņš a former member of the Latvian Association of Regions (LRa), who left the party in December 2015 and stayed independent until KPV LV was formed.",,,,,,,,,,,,
2716,55,11,P,The Progressive,Progresīvie,Progresivie,,https://en.wikipedia.org/wiki/The_Progressives_(Latvia),,New party formed on 25 February 2017.,,,,,,,,,,,,
2717,55,26,JKP,New Conservative Party,Jaunā konservatīvā partija,Jauna konservativa partija,,https://en.wikipedia.org/wiki/New_Conservative_Party_(Latvia),,Party formed on 17 May 2014 as split from National Alliance (NA).,,,,,,,,,,,,
2718,34,40,YaHa,New Right,HaYamin HeHadash,HaYamin HeHadash,הימין החדש,https://en.wikipedia.org/wiki/New_Right_(Israel),knesset,Party formed on 29 December 2018 as split from The Jewish Home (HH).,,,,,,,,,,,,
2719,44,26,Con-18,Conservatives,Conservatives [no coupon],Conservatives,,https://en.wikipedia.org/wiki/Coalition_Coupon,,,,,,,,,,,,,,
2720,75,6,E200,Estonia 200,Erakond Eesti 200,Erakond Eesti 200,,https://en.wikipedia.org/wiki/Estonia_200,vvk,New party formed on 3 November 2018.,Party formed out of a new social movement.,,,,,,,,,,,
2721,75,19,ELE,Richness of Life,Elurikkuse Erakond,Elurikkuse Erakond,,https://en.wikipedia.org/wiki/Richness_of_Life,vvk,New party formed on 2 September 2018 and registred on 21 November 2018.,,,,,,,,,,,,
2723,27,26,NA+,Sum Navarre,Navarra Suma,Navarra Suma,,https://en.wikipedia.org/wiki/Navarra_Suma,mi,Electoral alliance formed on 11 March 2019.,,,,,,,,,,,,
2724,27,14,UP,United We Can,Unidas Podemos,Unidas Podemos,,https://en.wikipedia.org/wiki/Unidas_Podemos,,Electoral alliance formed on 9 May 2016.,,,,,,,,,,,,
2725,34,6,KL,Blue and White,Kahol Lavan,Kahol Lavan, כַּחוֹל לָבָן,https://en.wikipedia.org/wiki/Blue_and_White_(political_alliance),knesset,Electoral alliance formed on 21 February 2019.,,,,,,,,,,,,
2726,34,40,Y,Rightwards,Yamina,Yamina,ימינה,https://en.wikipedia.org/wiki/United_Right_(Israel),knesset,Electoral alliance formed on 21 February 2019. Dissolved on 10 October 2019 for the first time. Revival of the Alliance on 15 January 2020.,,,,,,,,,,,,
2727,34,40,Z,Zehut,Zehut,Zehut,זֶהוּת,https://en.wikipedia.org/wiki/Zehut,knesset,Party formed on 5 January 2015 as split from Likud.,,,,,,,,,,,,
2729,44,40,BP,Brexit Party,Brexit Party,Brexit Party,,https://en.wikipedia.org/wiki/Brexit_Party,,,,,,,,,,,,,,
2730,44,16,CUK,Change UK ,Change UK,Change UK,Change UK,https://en.wikipedia.org/wiki/Change_UK,,Party formed on 18 February 2019.,,,,,,,,,,,,
2731,44,6,APoNI,Alliance Party of Northern Ireland,Alliance Party of Northern Ireland,Alliance Party of Northern Ireland,,https://en.wikipedia.org/wiki/Alliance_Party_of_Northern_Ireland,,New party formed on 21 April 1970.,,,,,,,,,,,,
2732,43,11,Gs,"Generation.s, the movement","Génération.s, le mouvement","Generation.s, le mouvement",,https://en.wikipedia.org/wiki/G%C3%A9n%C3%A9ration.s,,New party formed on 1 July 2017.,,,,,,,,,,,,
2733,43,16,PA,Animalist Party,Parti animaliste,Parti animaliste,,https://en.wikipedia.org/wiki/Animalist_Party,,New party formed on 14 March 2016.,,,,,,,,,,,,
2734,43,26,UPR,Popular Republican Union,Union Populaire Républicaine,Union Populaire Republicaine,,https://en.wikipedia.org/wiki/Popular_Republican_Union_(2007),,Party formed on 25 March 2007.,,,,,,,,,,,,
2735,8,16,VN,Volt Netherlands,Volt Nederland,Volt Nederland,,https://en.wikipedia.org/wiki/Volt_Netherlands,,New party formed on 23 June 2018 as the Dutch branch of Volt Europa which was formed 29 March 2017.,,,,,,,,,,,,
2736,54,19,ODP,Ecological Democratic Party,Ökologisch-Demokratische Partei,Okologisch-Demokratische Partei,,https://en.wikipedia.org/wiki/Ecological_Democratic_Party,,New party formed on 24 January 1982.,,,,,,,,,,,,
2737,26,6,+EU,More Europe,+Europa,+Europa,,https://en.wikipedia.org/wiki/More_Europe,mdi,Party formed on 23 November 2017 as electoral list and on 27 January 2019 as political party.,,,,,,,,,,,,
2738,75,12,I-RK,Independent -- Raimond Kaljulaid,Independent – Raimond Kaljulaid,Independent -- Raimond Kaljulaid,,https://en.wikipedia.org/wiki/Raimond_Kaljulaid,,,,,,,,,,,,,,
2739,68,6,H,Voice,Hlas,Hlas,,https://en.wikipedia.org/wiki/Voice_(Czech_political_party),volby,Party formed on 22 February 2019 as split from Action of Dissatisfied Citizens (ANO),,,,,,,,,,,,
2740,74,11,WIO,Spring,Wiosna,Wiosna,,https://en.wikipedia.org/wiki/Spring_(political_party),,Party formed on 3 February 2019.,,,,,,,,,,,,
2741,51,6,DP,Democratic Alignment,Dimokratiki Parataxi,Dimokratiki Parataxi,Δημοκρατική Παράταξη,https://en.wikipedia.org/wiki/Democratic_Alignment_(Cyprus),,Party formed on 20 April 2018 as split from Democratic Party (DIKO).,,,,,,,,,,,,
2742,41,14,MeRA25,European Realistic Disobedience Front,Métopo Evropaikís Realistikís Anypakoís,Metopo Evropaikis Realistikis Anypakois,Μέτωπο Ευρωπαϊκής Ρεαλιστικής Ανυπακοής [ΜέΡΑ25],https://en.wikipedia.org/wiki/MeRA25,mig,Party formed on 27 March 2018 as split from SYRIZA.,,,,,,,,,,,,
2744,41,26,E-OAD,"Greece, the Other Way", Ellada – O Allos Dromos, Ellada -- O Allos Dromos,"Ελλάδα, ο άλλος δρόμος","https://el.wikipedia.org/wiki/%CE%95%CE%BB%CE%BB%CE%AC%CE%B4%CE%B1,_%CE%BF_%CE%AC%CE%BB%CE%BB%CE%BF%CF%82_%CE%B4%CF%81%CF%8C%CE%BC%CE%BF%CF%82",mig,Party formed on 28 March 2017 as split from Independent Greeks (ANEL).,,,,,,,,,,,,
2745,39,40,MHM,Our Homeland Movement,Mi Hazánk Mozgalom,Mi Hazank Mozgalom,,https://en.wikipedia.org/wiki/Our_Homeland_Movement,ovb,Party formed on 23 June 2018 as split from Jobbik.,,,,,,,,,,,,
2746,23,6,PROR,PRO Romania,PRO România,PRO Romania,,https://en.wikipedia.org/wiki/PRO_Romania,bec,New party formed on 20 February 2018.,,,,,,,,,,,,
2747,23,12,I-PC,Independent -- Peter Costea,Independent – Peter Costea,Independent -- Peter Costea,,https://en.wikipedia.org/wiki/2019_European_Parliament_election_in_Romania,bec,,,,,,,,,,,,,
2748,23,12,I-GNS,Independent -- George-Nicolae Simion,Independent – George-Nicolae Simion,Independent -- George-Nicolae Simion,,https://en.wikipedia.org/wiki/2019_European_Parliament_election_in_Romania,bec,,,,,,,,,,,,,
2749,23,12,I-GCT,Independent -- Gregoriana Carmen Tudoran,Independent – Gregoriana Carmen Tudoran,Independent -- Gregoriana Carmen Tudoran,,https://en.wikipedia.org/wiki/2019_European_Parliament_election_in_Romania,bec,,,,,,,,,,,,,
2750,1,3,KU,Christian Union,Kresťanská únia,Krestanska unia,,https://sk.wikipedia.org/wiki/Kres%C5%A5ansk%C3%A1_%C3%BAnia,ssr,Party formed on 2 February 2019 as splinter from Christian Democratic Movement (KDU) and Ordinary People and Independent (OLaNO).,Legally not a new party but a takeover of a minor existing party.,,,,,,,,,,,
2751,1,6,PS,Progressive Slovakia,Progresívne Slovensko,Progresivne Slovensko,,https://en.wikipedia.org/wiki/Progressive_Slovakia,ssr,New party formed on 11 November 2017.,,,,,,,,,,,,
2752,1,6,SPOLU,TOGETHER -- Civic Democracy,SPOLU – občianska demokracia,SPOLU -- obcianska demokracia,,https://en.wikipedia.org/wiki/TOGETHER_%E2%80%93_Civic_Democracy,ssr,Party formed on 14 April 2018 as split from Network (S).,,,,,,,,,,,,
2754,60,40,DOM,Homeland League,Domovinska liga,Domovinska liga,,https://en.wikipedia.org/wiki/Homeland_League,voltive,Party formed on 6 April 2019 as split from Slovenian Democratic Party (SDS).,,,,,,,,,,,,
2755,60,19,Pose,Let's Unite,Povežimo se,Povezimo se,,,voltive,New party formed in 2019,,,,,,,,,,,,
2756,63,6,A,Alliance,Aliança,Alianca,,https://en.wikipedia.org/wiki/Alliance_(Portugal),cne,Party formed on 23 October 2018 as split from Social Democratic Party (PSD).,,,,,,,,,,,,
2758,63,6,NC,"We, the Citizens!"," Nós, Cidadãos!"," Nos, Cidadaos!",,"https://en.wikipedia.org/wiki/We,_the_Citizens!",cne,New party formed on 23 June 2015.,,,,,,,,,,,,
2759,72,6,PD,Democratic Party,Partit Demokratiku,Partit Demokratiku,,https://en.wikipedia.org/wiki/Democratic_Party_(Malta),ecm,Party formed on 21 October 2016 as split from Labour Party (PL).,,,,,,,,,,,,
2760,15,12,K-AMT,PEC -- Ausra Maldeikiene's Rain,VRK – Aušros Maldeikienės traukinys,VRK -- Ausros Maldeikienes traukinys,,,,Public election committee in 2019 EP election.,,,,,,,,,,,,
2761,15,12,K-PRPJ,PEC -- President Rolandas Paksas' Movement,VRK – Prezidento Rolando Pakso judėjimas,VRK -- Prezidento Rolando Pakso judejimas,,,,Public election committee in 2019 EP election.,,,,,,,,,,,,
2762,15,12,K-VRS,PEC -- Vytautas Radzvilas: Recover the State!,VRK – Vytautas Radžvilas: susigrąžinkime valstybę!,VRK -- Vytautas Radzvilas: susigrazinkime valstybe!,,,,Public election committee in 2019 EP election.,,,,,,,,,,,,
2763,15,11,LSDDP,Social Democratic Labour Party of Lithuania,Lietuvos socialdemokratų darbo partija,Lietuvos socialdemokratu darbo partija,,https://en.wikipedia.org/wiki/Social_Democratic_Labour_Party_of_Lithuania,,Party formed on 13 April 2018 based on the Social Democratic Labour parliamentary group established on 19 October 2017.,,,,,,,,,,,,
2764,15,12,K-SLVE,PEC -- Strong Lithuania in United Europe,VRK – Stipri Lietuva vieningoje Europoje,VRK -- Stipri Lietuva vieningoje Europoje,,,,Public election committee in 2019 EP election.,,,,,,,,,,,,
2765,15,12,K-LS,PEC -- Decisive Leap,VRK – Lemiamas šuolis,VRK -- Lemiamas suolis,,,,Public election committee in 2019 EP election.,,,,,,,,,,,,
2766,7,16,VL,Volt Luxembourg,Volt Luxembourg,Volt Luxembourg,,https://en.wikipedia.org/wiki/Volt_Europa,,New party formed on 29 March 2017.,,,,,,,,,,,,
2768,62,12,I-MK,Independent -- Mislav Kolakusic,Independent – Mislav Kolakušić,Independent -- Mislav Kolakusic,,https://en.wikipedia.org/wiki/Mislav_Kolaku%C5%A1i%C4%87,,,,,,,,,,,,,,
2769,62,12,I-MP,Independent -- Marijana Petir,Independent – Marijana Petir,Independent -- Marijana Petir,,https://en.wikipedia.org/wiki/Marijana_Petir,,MEP Marijana Petir was expelled from Croatian Peasant Party (HSS) in 2017.,,,,,,,,,,,,
2770,62,26,NHR,Independents for Croatia,Neovisni za Hrvatsku,Neovisni za Hrvatsku,,https://en.wikipedia.org/wiki/Independents_for_Croatia,izbori,Party formed on 1 June 2017.,,,,,,,,,,,,
2771,62,16,START,"Party of Anti-Corruption, Development and Transparency","Stranka antikorupcije, razvoja i transparentnost","Stranka antikorupcije, razvoja i transparentnost",,,,New party formed on 28 January 2019.,,,,,,,,,,,,
2772,62,6,P,Intelligently,Pametno,Pametno,,https://en.wikipedia.org/wiki/Pametno,izbori,New party formed in 2015.,,,,,,,,,,,,
2774,10,12,I-MK,Independent -- Mincho Kuminev,Independent – Mincho Kuminev,Independent -- Mincho Kuminev,,,,,,,,,,,,,,,,
2775,40,40,V, Vigilants, Vigilance,Vigilance,,https://de.wikipedia.org/wiki/Vigilance,,"New party formed in 1964 and dissolved in 1991. The party had 1 MP between 1975 and 1987 as a member of the Republican Movement (RB) (McHale 1983, 939-40)",,,,,,,,,,,,
2776,37,14,D-PRB,Solidarity -- People Before Profit,Dlúthphartíocht – Pobal Roimh Bhrabús,Dluthphartiocht -- Pobal Roimh Bhrabus,,https://en.wikipedia.org/wiki/Solidarity%E2%80%93People_Before_Profit,irti,New party (electoral alliance) formed in 2015.,,,,,,,,,,,,
2778,74,19,PZ,The Greens,Partia Zieloni,Partia Zieloni,,https://en.wikipedia.org/wiki/The_Greens_(Poland),,New party formed on 6 September 2003.,,,,,,,,,,,,
2779,68,16,ANO-VE,"Yes, We Will Troll the Euro-Parliament","ANO, vytrollíme europarlament","ANO, vytrollime europarlament",,"https://cs.wikipedia.org/wiki/ANO,_vytroll%C3%ADme_europarlament",,New party formed on 3 July 2018.,,,,,,,,,,,,
